export_date,max_stress,average_stress,daily_step_goal,sleeping_hours,active_mins,vig_intensity_mins,sedentary_secs,intensity_mins_goal,min_hr,max_hr,intensity_mins
2024-06-25,91,17,7120,7.8,53.1,11,9.8,150,48,188,0
