export_date,max_stress,average_stress,daily_step_goal,sleeping_hours,active_mins,vig_intensity_mins,sedentary_secs,intensity_mins_goal,min_hr,max_hr,avg_hr,total_distance,intensity_mins
2024-06-16,83,19,8470,9.2,10.4,0,6532,150,58,111,N/A,0,0
