export_date,max_stress,average_stress,daily_step_goal,sleeping_hours,active_mins,vig_intensity_mins,sedentary_hours,intensity_mins_goal,min_hr,max_hr,intensity_mins
2024-07-06,62,26,7590,0.0,0.0,0,2.7,150,56,84,0
