export_date,max_stress,average_stress,daily_step_goal,sleeping_hours,active_mins,vig_intensity_mins,sedentary_secs,intensity_mins_goal,min_hr,max_hr,intensity_mins
2024-06-20,68,14,7310,8.7,1.2,0,1.8,150,54,91,0
