export_date,max_stress,average_stress,daily_step_goal,sleeping_hours,active_mins,vig_intensity_mins,sedentary_secs,intensity_mins_goal,min_hr,max_hr,avg_hr,total_distance,intensity_mins
2024-06-14,89,25,8580,8.6,46.2,0,24485,150,58,114,N/A,0,0
