export_date,max_stress,average_stress,daily_step_goal,sleeping_hours,active_mins,vig_intensity_mins,sedentary_hours,intensity_mins_goal,min_hr,max_hr,intensity_mins
2024-07-08,74,63,8830,0.0,3.0,0,0.2,150,85,120,0
