export_date,max_stress,average_stress,daily_step_goal,sleeping_hours,active_mins,vig_intensity_mins,sedentary_secs,intensity_mins_goal,min_hr,max_hr,intensity_mins
2024-06-17,52,13,8030,6.4,4.0,0,1.3,150,52,92,0
